N,P,K,temperature,humidity,ph,rainfall,label,Total_NPK,N_P_ratio,N_K_ratio,P_K_ratio
60,43,44,21.01944696,82.95221726,7.416245107000001,298.40184710000005,rice,147,1.3953488372093024,1.3636363636363635,0.9772727272727273
63,44,41,24.17298839,83.7287574,5.583370042,257.0343554,rice,148,1.4318181818181819,1.5365853658536586,1.0731707317073171
62,42,36,22.78133816,82.06719137,6.430010215,248.7183228,rice,140,1.4761904761904763,1.7222222222222223,1.1666666666666667
64,45,43,25.62980105,83.52842314,5.534878156,209.9001977,rice,152,1.4222222222222223,1.4883720930232558,1.0465116279069768
83,60,36,25.59704938,80.14509262,6.903985986,200.834898,rice,179,1.3833333333333333,2.3055555555555554,1.6666666666666667
82,40,40,23.83067496,84.81360127,6.271478837999999,298.5601175,rice,162,2.05,2.05,1.0
85,52,45,26.31355498,82.36698992,7.224285503,265.5355937,rice,182,1.6346153846153846,1.8888888888888888,1.1555555555555554
91,35,38,24.8972823,80.52586088,6.13428721,183.6793207,rice,164,2.6,2.3947368421052633,0.9210526315789473
76,49,42,24.958779,84.47963372,5.206373153,196.95600080000003,rice,167,1.5510204081632653,1.8095238095238095,1.1666666666666667
74,39,38,23.24113501,84.59201843,7.782051312999999,233.0453455,rice,151,1.8974358974358974,1.9473684210526316,1.0263157894736843
79,43,39,21.66628296,80.70960551,7.062779015,210.8142087,rice,161,1.8372093023255813,2.0256410256410255,1.1025641025641026
88,55,45,24.63544858,80.41363018,7.730367824,253.7202781,rice,188,1.6,1.9555555555555555,1.2222222222222223
60,36,43,23.43121862,83.06310136,5.286203711000001,219.9048349,rice,139,1.6666666666666667,1.3953488372093024,0.8372093023255814
76,60,39,20.0454142,80.3477562,6.766240045,208.5810155,rice,175,1.2666666666666666,1.9487179487179487,1.5384615384615385
93,56,42,23.85724032,82.22572988,7.382762603,195.0948311,rice,191,1.6607142857142858,2.2142857142857144,1.3333333333333333
65,60,43,21.97199397,81.89918197,5.658169482000001,227.3637009,rice,168,1.0833333333333333,1.5116279069767442,1.3953488372093024
95,52,36,26.22916897,83.83625819,5.543360237999999,286.5083725,rice,183,1.8269230769230769,2.638888888888889,1.4444444444444444
75,38,39,23.44676801,84.79352417,6.215109715,283.9338466,rice,152,1.9736842105263157,1.9230769230769231,0.9743589743589743
74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,166,1.3703703703703705,1.9473684210526316,1.4210526315789473
91,36,45,24.44345477,82.45432595,5.950647577000001,267.97619480000003,rice,172,2.5277777777777777,2.022222222222222,0.8
71,46,40,20.2801937,82.1235421,7.236705436,191.9535738,rice,157,1.5434782608695652,1.775,1.15
99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,189,1.8,2.8285714285714287,1.5714285714285714
72,40,38,20.41447029,82.20802629,7.592490617,245.1511304,rice,150,1.8,1.894736842105263,1.0526315789473684
83,58,45,25.75528612,83.51827127,5.875345751,245.6626799,rice,186,1.4310344827586208,1.8444444444444446,1.288888888888889
93,58,38,20.61521424,83.77345559,6.932400225,279.5451717,rice,189,1.603448275862069,2.4473684210526314,1.5263157894736843
70,36,42,21.84106875,80.72886384,6.9462098810000015,202.3838319,rice,148,1.9444444444444444,1.6666666666666667,0.8571428571428571
76,47,42,20.08369642,83.29114712,5.739175027000001,263.6372176,rice,165,1.6170212765957446,1.8095238095238095,1.119047619047619
99,41,36,24.45802087,82.74835604,6.738652179,182.5616319,rice,176,2.4146341463414633,2.75,1.1388888888888888
99,54,37,21.14347496,80.33502926,5.5948196260000005,198.6730942,rice,190,1.8333333333333333,2.675675675675676,1.4594594594594594
86,59,35,25.78720567,82.11124033,6.946636369,243.5120414,rice,180,1.4576271186440677,2.4571428571428573,1.6857142857142857
69,46,41,23.64124821,80.28597873,5.012139669,263.1103304,rice,156,1.5,1.6829268292682926,1.1219512195121952
91,56,37,23.43191632,80.56887849,6.363472207999999,269.5039162,rice,184,1.625,2.4594594594594597,1.5135135135135136
61,52,41,24.97669518,83.891805,6.880431223,204.8001847,rice,154,1.1730769230769231,1.4878048780487805,1.2682926829268293
67,45,38,22.72791041,82.17068809999998,7.300410836,260.8875056,rice,150,1.488888888888889,1.763157894736842,1.1842105263157894
79,42,37,24.87300744,82.84022551,6.587918707999999,295.6094492000001,rice,158,1.880952380952381,2.135135135135135,1.135135135135135
78,43,42,21.32376327,83.00320459,7.283736617000001,192.3197536,rice,163,1.813953488372093,1.8571428571428572,1.0238095238095237
75,54,36,26.29465461,84.56919326,7.023936392,257.4914906,rice,165,1.3888888888888888,2.0833333333333335,1.5
97,36,45,22.2286982,81.85872947,6.939083505,278.0791793,rice,178,2.6944444444444446,2.1555555555555554,0.8
67,47,44,26.73072391,81.78596776,7.868474653,280.4044392,rice,158,1.425531914893617,1.5227272727272727,1.0681818181818181
73,35,38,24.88921174,81.97927117,5.005306977,185.9461429,rice,146,2.085714285714286,1.9210526315789473,0.9210526315789473
77,36,37,26.88444878,81.46033732,6.136131869,194.5766559,rice,150,2.138888888888889,2.081081081081081,0.972972972972973
81,41,38,22.67846116,83.72874389,7.5240800760000015,200.9133156,rice,160,1.975609756097561,2.1315789473684212,1.0789473684210527
68,57,43,26.08867875,80.37979919,5.706943251,182.9043504,rice,168,1.1929824561403508,1.5813953488372092,1.3255813953488371
72,45,35,25.42977518,82.94682591,5.758506323,195.3574542,rice,152,1.6,2.057142857142857,1.2857142857142858
61,53,43,26.40323239,81.05635517,6.349606327,223.3671883,rice,157,1.150943396226415,1.4186046511627908,1.2325581395348837
67,43,39,26.04371967,84.96907151,5.9999690260000005,186.7536773,rice,149,1.558139534883721,1.7179487179487178,1.1025641025641026
67,58,39,25.2827223,80.54372813,5.453592032,220.1156708,rice,164,1.1551724137931034,1.7179487179487178,1.4871794871794872
66,60,38,22.08576562,83.47038318,6.372576327000001,231.7364957,rice,164,1.1,1.736842105263158,1.5789473684210527
82,43,38,23.28617173,81.43321641,5.105588355,242.3170629,rice,163,1.9069767441860466,2.1578947368421053,1.131578947368421
84,50,44,25.48591986,81.40633547,5.9353444060000005,182.6549356,rice,178,1.68,1.9090909090909092,1.1363636363636365
81,53,42,23.67575393,81.03569343,5.17782304,233.7034975,rice,176,1.528301886792453,1.9285714285714286,1.2619047619047619
91,50,40,20.82477109,84.1341879,6.462391607000001,230.22422230000004,rice,181,1.82,2.275,1.25
93,53,38,26.92995077,81.91411159,7.069172227,290.67937830000005,rice,184,1.7547169811320755,2.4473684210526314,1.394736842105263
90,44,38,23.83509503,83.88387074,7.473134377,241.20135130000003,rice,172,2.0454545454545454,2.3684210526315788,1.1578947368421053
81,45,35,26.52872817,80.12267476,6.158376967000001,218.9163567,rice,161,1.8,2.3142857142857145,1.2857142857142858
78,40,38,26.46428311,83.85642678,7.549873681,248.2256491,rice,156,1.95,2.0526315789473686,1.0526315789473684
60,51,36,22.69657794,82.81088865,6.028321557999999,256.9964761,rice,147,1.1764705882352942,1.6666666666666667,1.4166666666666667
88,46,42,22.68319059,83.46358271,6.604993475,194.2651719,rice,176,1.9130434782608696,2.0952380952380953,1.0952380952380953
93,47,37,21.53346343,82.14004101,6.500343222000001,295.9248796,rice,177,1.9787234042553192,2.5135135135135136,1.2702702702702702
60,55,45,21.40865769,83.32931909999998,5.935745417000001,287.5766935000001,rice,160,1.0909090909090908,1.3333333333333333,1.2222222222222223
78,35,44,26.54348085,84.67353597,7.072655622,183.6222657,rice,157,2.2285714285714286,1.7727272727272727,0.7954545454545454
65,37,40,23.35905428,83.59512273,5.333322606,188.413665,rice,142,1.7567567567567568,1.625,0.925
71,54,16,22.61359953,63.69070564,5.7499144210000015,87.75953857,maize,141,1.3148148148148149,4.4375,3.375
61,44,17,26.10018422,71.57476937,6.931756557999999,102.2662445,maize,122,1.3863636363636365,3.588235294117647,2.588235294117647
80,43,16,23.55882094,71.59351368,6.657964753,66.71995467,maize,139,1.8604651162790697,5.0,2.6875
73,58,21,19.97215954,57.68272924,6.596060648,60.65171481,maize,152,1.2586206896551724,3.4761904761904763,2.761904761904762
61,38,20,18.47891261,62.69503871,5.970458434,65.43835393,maize,119,1.605263157894737,3.05,1.9
68,41,16,21.77689322,57.80840636,6.158830619,102.0861694,maize,125,1.6585365853658536,4.25,2.5625
93,41,17,25.6217169,66.50415474,6.047906679,105.4654703,maize,151,2.268292682926829,5.470588235294118,2.411764705882353
89,60,19,25.19192419,66.69029010000001,5.913664501,78.06639649,maize,168,1.4833333333333334,4.684210526315789,3.1578947368421053
76,44,17,20.41683147,62.55424820000001,5.855442401,65.27798457,maize,137,1.7272727272727273,4.470588235294118,2.588235294117647
67,60,25,24.92162194,66.78627406,5.750254943,109.2162279,maize,152,1.1166666666666667,2.68,2.4
70,44,19,23.31689124,73.4541537,5.852607099,94.29712821,maize,133,1.5909090909090908,3.6842105263157894,2.3157894736842106
90,49,21,24.84016732,68.3584573,6.4725232870000005,74.05474936,maize,160,1.836734693877551,4.285714285714286,2.3333333333333335
62,52,16,22.27526694,58.84015925,6.9670577620000005,63.87020584,maize,130,1.1923076923076923,3.875,3.25
92,44,16,18.87751445,65.76816093,6.082973754,94.76189431,maize,152,2.090909090909091,5.75,2.75
66,54,21,25.19008683,60.200168700000006,5.919045532,72.12375573,maize,141,1.2222222222222223,3.142857142857143,2.5714285714285716
63,58,22,18.25405352,55.28220433,6.204747652999999,63.72358154,maize,143,1.0862068965517242,2.8636363636363638,2.6363636363636362
70,47,17,24.612911800000006,70.4162444,6.600827017,104.1626147,maize,134,1.4893617021276595,4.117647058823529,2.764705882352941
61,41,17,25.1420613,65.26185135,6.021902237000001,76.68456006,maize,119,1.4878048780487805,3.588235294117647,2.411764705882353
66,53,19,23.09348056,60.11593810000001,6.033550195,65.49730729,maize,138,1.2452830188679245,3.473684210526316,2.789473684210526
74,55,19,18.05033737,62.89366992,6.28886807,84.23613484,maize,148,1.3454545454545455,3.8947368421052633,2.8947368421052633
77,57,21,24.9321581,73.80435276,6.550563822999999,79.74078719,maize,155,1.3508771929824561,3.6666666666666665,2.7142857142857144
99,50,15,18.14710054,71.09445342,5.573286437,88.07753741,maize,164,1.98,6.6,3.3333333333333335
74,56,22,18.28362235,66.65952796,6.829199275,80.97573281,maize,152,1.3214285714285714,3.3636363636363638,2.5454545454545454
83,45,21,18.83344471,58.75082029,5.716222912,79.75328959999999,maize,149,1.8444444444444446,3.9523809523809526,2.142857142857143
100,48,16,25.71895816,67.22190688,5.54990242,74.51490791,maize,164,2.0833333333333335,6.25,3.0
79,51,16,25.33797709,68.49835977,6.586244581,96.46380213,maize,146,1.5490196078431373,4.9375,3.1875
94,39,18,23.89114571,57.48775781,5.893093135,102.8301942,maize,151,2.41025641025641,5.222222222222222,2.1666666666666665
75,49,15,21.53574127,71.50905983,5.918263801,102.4852929,maize,139,1.530612244897959,5.0,3.2666666666666666
78,48,22,23.08974909,63.10459626,5.588650585,70.43473609,maize,148,1.625,3.5454545454545454,2.1818181818181817
87,54,20,25.61707368,63.4711755,6.576418207000001,108.8303762,maize,161,1.6111111111111112,4.35,2.7
87,35,25,21.44526922,63.1621551,6.178056304,65.88951188,maize,147,2.4857142857142858,3.48,1.4
63,43,19,18.51816776,55.53128131,6.641906353,90.988051,maize,125,1.4651162790697674,3.3157894736842106,2.263157894736842
84,57,25,22.53510514,67.99257471,6.489040367,64.40866039,maize,166,1.4736842105263157,3.36,2.28
64,35,23,23.02038334,61.89472002,5.680361037999999,63.03843397,maize,122,1.8285714285714285,2.782608695652174,1.5217391304347827
60,46,22,24.89364635,65.61418761,6.625404347999999,87.9298085,maize,128,1.3043478260869565,2.727272727272727,2.090909090909091
98,44,21,25.77175115,74.089114,6.524478032,107.4931917,maize,163,2.227272727272727,4.666666666666667,2.0952380952380953
75,56,18,19.39851734,62.35750641,5.696205468,60.95197486,maize,149,1.3392857142857142,4.166666666666667,3.111111111111111
86,55,21,21.54156232,59.64024162,6.803931519,109.7515385,maize,162,1.5636363636363637,4.095238095238095,2.619047619047619
98,35,18,23.79746068,74.82913698,6.252797547999999,91.76337172,maize,151,2.8,5.444444444444445,1.9444444444444444
76,57,18,18.9802729,74.52600826,6.092725883,94.26249353,maize,151,1.3333333333333333,4.222222222222222,3.1666666666666665
99,56,17,24.10859207,73.13112261,6.234330356,71.07562236,maize,172,1.7678571428571428,5.823529411764706,3.2941176470588234
60,44,23,24.7947077,70.04556743,5.722579819,76.72860067,maize,127,1.3636363636363635,2.608695652173913,1.9130434782608696
74,48,17,21.63162756,60.27766379,6.430616465,69.21803098,maize,139,1.5416666666666667,4.352941176470588,2.823529411764706
89,60,17,25.37548751,57.21025565,5.983952675,101.7004306,maize,166,1.4833333333333334,5.235294117647059,3.5294117647058822
69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,143,1.3529411764705883,3.0,2.217391304347826
96,46,22,20.58314011,69.00128641,6.499936446,66.29390357,maize,164,2.0869565217391304,4.363636363636363,2.090909090909091
61,60,15,24.87502824,68.74248334,6.265564338,91.26056654,maize,136,1.0166666666666666,4.066666666666666,4.0
74,58,18,20.03728219,56.35606753,6.727303282,109.024141,maize,150,1.2758620689655173,4.111111111111111,3.2222222222222223
74,43,23,25.95263264,61.89082199,6.325235159,99.57981207,maize,140,1.7209302325581395,3.217391304347826,1.8695652173913044
63,43,17,19.28889933,65.47050802,6.807487794,71.3195307,maize,123,1.4651162790697674,3.7058823529411766,2.5294117647058822
99,36,20,20.57981887,65.34583901,6.671085817000001,78.34604471,maize,155,2.75,4.95,1.8
77,36,23,24.71417533,56.73426469,6.648725327,88.45361858,maize,136,2.138888888888889,3.347826086956522,1.565217391304348
87,60,23,20.27317074,63.91281869,6.439071996,62.50351892,maize,170,1.45,3.782608695652174,2.608695652173913
60,38,17,18.41932981,64.23580251,6.474476516,76.41312437,maize,115,1.5789473684210527,3.5294117647058822,2.235294117647059
94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,165,1.7407407407407407,5.529411764705882,3.176470588235294
95,38,22,19.84939404,61.24500053,5.730617109,100.7689246,maize,155,2.5,4.318181818181818,1.7272727272727273
84,44,21,21.869274,61.91044947,5.850439831,107.2681929,maize,149,1.9090909090909092,4.0,2.0952380952380953
77,58,19,22.8056033,56.50768935,5.791649933,101.5952794,maize,154,1.3275862068965518,4.052631578947368,3.0526315789473686
66,44,20,19.0781471,69.02298571,6.740000687999999,80.72515943,maize,130,1.5,3.3,2.2
63,35,16,22.02720976,65.35549924,6.272417541,83.73280082,maize,114,1.8,3.9375,2.1875
79,45,20,23.80546189,59.24537979,5.715208817000001,89.96220140000001,maize,144,1.7555555555555555,3.95,2.25
72,60,25,18.52510753,69.0276233,5.773454729,88.10234397,maize,157,1.2,2.88,2.4
67,51,24,23.50297882,61.32026065,5.584171461,64.77791424,maize,142,1.3137254901960784,2.7916666666666665,2.125
86,36,24,26.54986394,72.89187265,5.787268394,73.33636055,maize,146,2.388888888888889,3.5833333333333335,1.5
76,48,18,19.29563411,69.63481219,5.77597783,83.21030571,maize,142,1.5833333333333333,4.222222222222222,2.6666666666666665
75,53,18,20.68899915,59.4375337,6.864793607,103.651438,maize,146,1.4150943396226414,4.166666666666667,2.9444444444444446
81,45,23,19.32666088,68.03449300000001,6.192360002999999,84.22969177,maize,149,1.8,3.5217391304347827,1.9565217391304348
73,45,21,24.60532218,73.58868502,6.636803222999999,96.59195302,maize,139,1.6222222222222222,3.4761904761904763,2.142857142857143
71,35,24,22.27373646,59.52193158,5.826426917,67.96704792,maize,130,2.0285714285714285,2.9583333333333335,1.4583333333333333
96,54,22,25.70196694,61.33450447,6.960358276,83.20711308,maize,172,1.7777777777777777,4.363636363636363,2.4545454545454546
99,39,18,19.20129357,68.30578978,6.11275104,87.85092352,maize,156,2.5384615384615383,5.5,2.1666666666666665
62,48,20,21.70181447,60.47470519,6.708446922,95.71388473,maize,130,1.2916666666666667,3.1,2.4
86,37,16,20.51716779,59.21235483,5.561510732,67.61013737,maize,139,2.324324324324324,5.375,2.3125
94,50,19,23.30355338,73.62548442,5.873242491,97.59081274,maize,163,1.88,4.947368421052632,2.6315789473684212
76,39,24,24.2547451,55.64709899,6.995843776,64.23845455,maize,139,1.9487179487179487,3.1666666666666665,1.625
77,52,17,24.86374934,65.7420046,5.714799723,75.82270467,maize,146,1.4807692307692308,4.529411764705882,3.0588235294117645
74,39,23,22.6265115,65.77472881,6.78073637,88.17251033,maize,136,1.8974358974358974,3.217391304347826,1.6956521739130435
81,49,20,18.04185513,60.61494304,5.513697923,104.2321615,maize,150,1.653061224489796,4.05,2.45
63,42,21,23.26237612,72.33125523,5.798423907999999,67.10225139,maize,126,1.5,3.0,2.0
99,38,21,22.88330922,71.59722446,6.352471866,67.72777298,maize,158,2.6052631578947367,4.714285714285714,1.8095238095238095
90,52,25,25.97482359,69.36385721,6.822586546,103.2234212,maize,167,1.7307692307692308,3.6,2.08
68,40,19,26.14384005,66.20569924,6.655426355,107.2361366,maize,127,1.7,3.5789473684210527,2.1052631578947367
60,57,24,18.66116213,61.55327249,6.1212940410000005,75.03247667,maize,141,1.0526315789473684,2.5,2.375
71,52,18,25.10787449,55.97732754,5.790770202999999,78.16077693,maize,141,1.3653846153846154,3.9444444444444446,2.888888888888889
61,59,17,23.33844615,59.24580604,6.47444292,105.0083144,maize,137,1.0338983050847457,3.588235294117647,3.4705882352941178
88,38,15,25.08239719,65.92195844,6.455116637000001,62.49190812,maize,141,2.3157894736842106,5.866666666666666,2.533333333333333
65,60,22,25.36768364,72.52054555,6.6069840860000015,107.9124111,maize,147,1.0833333333333333,2.9545454545454546,2.727272727272727
78,37,22,25.34217103,63.31801994,6.330554389,74.52082026,maize,137,2.108108108108108,3.5454545454545454,1.6818181818181819
78,58,15,25.00933355,67.816568,6.5286312660000005,62.91359494,maize,151,1.3448275862068966,5.2,3.8666666666666667
92,60,23,18.66746724,71.516474,5.721667141,69.93293255,maize,175,1.5333333333333334,4.0,2.608695652173913
79,59,17,20.37999665,63.73849998,6.644205485,108.5054416,maize,155,1.3389830508474576,4.647058823529412,3.4705882352941178
91,55,15,18.09300227,72.61024172,6.376651091,78.96159541,maize,161,1.6545454545454545,6.066666666666666,3.6666666666666665
76,51,18,26.16985907,71.96246617,6.247040422,79.84925393,maize,145,1.4901960784313726,4.222222222222222,2.8333333333333335
87,48,25,18.65396672,61.37879671,6.656730007999999,93.62039175,maize,160,1.8125,3.48,1.92
71,60,22,26.07470121,59.37147589,6.2048017,85.75692395,maize,153,1.1833333333333333,3.227272727272727,2.727272727272727
90,57,24,18.92851916,72.80086137,6.158860284,82.34162918,maize,171,1.5789473684210527,3.75,2.375
67,35,22,23.30546753,63.24648023,6.3856842139999985,108.7603001,maize,124,1.9142857142857144,3.0454545454545454,1.5909090909090908
60,54,19,18.74826712,62.49878458,6.417820493,70.23401597,maize,133,1.1111111111111112,3.1578947368421053,2.8421052631578947
83,58,23,19.74213321,59.66263104,6.381201909,65.50861389,maize,164,1.4310344827586208,3.608695652173913,2.5217391304347827
83,57,19,25.73044432,70.74739256,6.877869005,98.73771338,maize,159,1.456140350877193,4.368421052631579,3.0
40,72,77,17.02498456,16.98861173,7.485996067,88.55123143,chickpea,189,0.5555555555555556,0.5194805194805194,0.935064935064935
23,72,84,19.02061277,17.13159126,6.920251378,79.92698081,chickpea,179,0.3194444444444444,0.27380952380952384,0.8571428571428571
39,58,85,17.88776475,15.40589717,5.9969320370000005,68.54932919,chickpea,182,0.6724137931034483,0.4588235294117647,0.6823529411764706
22,72,85,18.86805647,15.65809214,6.391173589,88.51048983,chickpea,179,0.3055555555555556,0.25882352941176473,0.8470588235294118
36,67,77,18.36952567,19.56381041,7.152811172000001,79.26357665,chickpea,180,0.5373134328358209,0.4675324675324675,0.8701298701298701
32,73,81,20.45078582,15.40312102,5.988992796000002,92.68373702,chickpea,186,0.4383561643835616,0.3950617283950617,0.9012345679012346
58,70,84,20.6543203,16.60820843,6.231049027999999,74.6631118,chickpea,212,0.8285714285714286,0.6904761904761905,0.8333333333333334
59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea,213,0.8428571428571429,0.7023809523809523,0.8333333333333334
42,62,75,18.17912258,18.90426935,7.010570541,81.84997529,chickpea,179,0.6774193548387096,0.56,0.8266666666666667
28,74,81,18.01272266,18.30968112,8.753795334,81.98568791,chickpea,183,0.3783783783783784,0.345679012345679,0.9135802469135802
58,66,79,20.99373558,19.33470387,8.718192847000001,93.55280105,chickpea,203,0.8787878787878788,0.7341772151898734,0.8354430379746836
43,66,79,19.46233971,15.22538951,7.976607593,74.58565097,chickpea,188,0.6515151515151515,0.5443037974683544,0.8354430379746836
58,63,81,19.81344531,14.69765308,6.5154995489999985,78.96514709,chickpea,202,0.9206349206349206,0.7160493827160493,0.7777777777777778
23,62,85,18.97424756,19.5161216,8.490127142,80.7108745,chickpea,170,0.3709677419354839,0.27058823529411763,0.7294117647058823
27,62,77,18.19737048,14.71070537,6.576415562,70.18185181,chickpea,166,0.43548387096774194,0.35064935064935066,0.8051948051948052
28,72,84,18.72963144,19.18197264,6.481783042999999,71.58010169,chickpea,184,0.3888888888888889,0.3333333333333333,0.8571428571428571
50,56,76,20.99502153,19.8601304,7.966605025,73.50734019,chickpea,182,0.8928571428571429,0.6578947368421053,0.7368421052631579
39,71,84,20.28155898,16.39535215,8.140825437,82.52339655,chickpea,194,0.5492957746478874,0.4642857142857143,0.8452380952380952
25,78,76,17.48042641,15.7559405,7.228963452,66.96980581,chickpea,179,0.32051282051282054,0.32894736842105265,1.0263157894736843
31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,178,0.44285714285714284,0.4025974025974026,0.9090909090909091
26,80,83,17.08498521,16.14565756,7.528599957000001,71.31007253,chickpea,189,0.325,0.3132530120481928,0.963855421686747
25,68,77,20.09340593,15.11279612,7.701446446,85.74904898,chickpea,170,0.36764705882352944,0.3246753246753247,0.8831168831168831
31,78,76,17.57212145,14.99927489,8.519975748,89.31050665,chickpea,185,0.3974358974358974,0.40789473684210525,1.0263157894736843
60,68,83,19.12065218,18.43475844,6.620900869,85.52950164,chickpea,211,0.8823529411764706,0.7228915662650602,0.8192771084337349
59,62,83,18.57665902,19.22008229,8.104396057999999,72.94940441,chickpea,204,0.9516129032258065,0.7108433734939759,0.7469879518072289
22,67,78,17.16606398,14.42457525,6.204090835,72.32667516,chickpea,167,0.3283582089552239,0.28205128205128205,0.8589743589743589
36,65,80,18.2872007,16.67921616,6.051091339,74.87445574,chickpea,181,0.5538461538461539,0.45,0.8125
59,60,84,19.03025305,18.66725565,7.690962337999999,94.70992037,chickpea,203,0.9833333333333333,0.7023809523809523,0.7142857142857143
54,77,85,17.141861399999996,17.0662427,7.8292111439999985,83.74606679,chickpea,216,0.7012987012987013,0.6352941176470588,0.9058823529411765
43,68,81,17.47809436,17.93253975,6.761599706,78.92060234,chickpea,192,0.6323529411764706,0.5308641975308642,0.8395061728395061
28,76,82,20.56601874,14.25803981,6.654425315,83.75937135,chickpea,186,0.3684210526315789,0.34146341463414637,0.926829268292683
42,79,85,17.22385224,15.82069268,6.129533877,76.57580954,chickpea,206,0.5316455696202531,0.49411764705882355,0.9294117647058824
